Restaurant,Location,Cuisines,Cuisines0,Cuisines1,Cuisines2,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
ID_437,"Babarpur, New Delhi, Delhi","North Indian, Fast Food",North,Indian,Fast,100,50,3.3,10,,30
ID_6300,"Sector 3, Marathalli","Mithai, Street Food",Mithai,Street,Food,150,50,3.4,13,1,30
ID_7465,"Mico Layout, Stage 2, BTM Layout,Bangalore","Tibetan, Chinese, Momos",Tibetan,Chinese,Momos,250,50,4.2,633,269,45
ID_1148,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Fast Food, Burger",Fast,Food,Burger,150,50,3.5,23,6,30
ID_8026,"Nathan Road, Mangaldas Road, Pune","Street Food, Fast Food, Beverages",Street,Food,Fast,150,50,3.4,13,10,45
ID_462,Mumbai Central,Bakery,Bakery,,,300,50,3.8,77,52,30
ID_2237,"Sector 1, Noida","North Indian, Chinese",North,Indian,Chinese,300,50,,,,30
ID_7266,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Fast Food, Chinese",North,Indian,Fast,200,50,NEW,,,30
ID_1209,"Moulali, Kolkata","Cafe, Desserts",Cafe,Desserts,,300,50,3.6,54,34,30
ID_3624,Delhi University-GTB Nagar,"Cafe, Fast Food",Cafe,Fast,Food,200,50,,,,30
ID_376,"D-Block, Sector 63, Noida","Andhra, Hyderabadi, Biryani, South Indian, North Indian, Rolls, Mughlai",Andhra,Hyderabadi,Biryani,200,50,3.7,112,41,30
ID_3209,"Sector 1, Noida","Fast Food, Healthy Food",Fast,Food,Healthy,100,50,NEW,,,10
ID_6128,Majestic,"North Indian, Chinese",North,Indian,Chinese,150,50,,,,30
ID_2947,"Sector 1, Noida","North Indian, Chinese, Mughlai",North,Indian,Chinese,250,50,3.6,76,38,30
ID_911,"Sector 14, Noida",Biryani,Biryani,,,100,50,NEW,,,30
ID_3342,"D-Block, Sector 63, Noida","North Indian, Chinese",North,Indian,Chinese,200,50,,,,65
ID_1427,"MG Road, Pune","Italian, Fast Food",Italian,Fast,Food,200,50,3.7,101,29,45
ID_534,"Sector 63A,Gurgaon",North Indian,North,Indian,,150,50,4.1,144,33,30
ID_5511,"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,North,Indian,,100,50,3.5,49,7,30
ID_5405,"Sector 1, Noida","Desserts, Bakery",Desserts,Bakery,,150,50,3.5,20,16,30
ID_1004,Mumbai Central,"Fast Food, Sandwich",Fast,Food,Sandwich,100,50,3,4,1,30
ID_6107,"Dockyard Road, Mumbai CST Area","Italian, Lebanese, North Indian",Italian,Lebanese,North,150,50,3.2,15,7,30
ID_7260,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Mughlai, Beverages",North,Indian,Mughlai,150,50,,,,30
ID_4625,"Babarpur, New Delhi, Delhi","North Eastern, Momos, Fast Food, Beverages, Tibetan",North,Eastern,Momos,100,50,2.9,,,30
ID_4593,"Dockyard Road, Mumbai CST Area","Chinese, Mughlai, North Indian, Seafood, Biryani",Chinese,Mughlai,North,200,50,3.8,426,196,45
ID_4031,"FTI College, Law College Road, Pune",Ice Cream,Ice,Cream,,100,50,4,61,40,30
ID_6013,"Raja Bazar, Kolkata","Cafe, Spanish, Italian, Mexican, Salad, Juices",Cafe,Spanish,Italian,250,50,4.1,1307,794,45
ID_2862,"MG Road, Pune",Salad,Salad,,,150,50,3.7,26,10,30
ID_6448,"Nathan Road, Mangaldas Road, Pune","Chinese, North Indian, Mughlai",Chinese,North,Indian,250,50,3.1,9,1,30
ID_3752,"Sector 3, Marathalli","North Indian, South Indian",North,Indian,South,200,99,3.2,7,2,65
ID_4189,"Chandni Chowk, Kolkata","South Indian, Fast Food",South,Indian,Fast,100,50,,,,30
ID_826,"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, Sushi, Asian, Thai",Chinese,Sushi,Asian,650,50,4.4,925,589,30
ID_7754,"Rmz Centennial, I Gate, Whitefield","South Indian, North Indian, Chinese",South,Indian,North,150,50,3.3,24,8,30
ID_1429,"Babarpur, New Delhi, Delhi","North Indian, Rolls, Lebanese",North,Indian,Rolls,250,50,3.4,40,7,45
ID_342,"MG Road, Pune",South Indian,South,Indian,,100,50,3.6,33,8,30
ID_7497,"MG Road, Pune",Maharashtrian,Maharashtrian,,,100,0,3.3,12,1,30
ID_7057,"Sandhurst Road, Mumbai CST Area","North Indian, Chinese",North,Indian,Chinese,300,0,3.6,102,48,45
ID_5097,"Dockyard Road, Mumbai CST Area","Chinese, North Indian",Chinese,North,Indian,150,50,3.7,53,18,30
ID_744,"Dockyard Road, Mumbai CST Area","North Indian, South Indian, Chinese",North,Indian,South,200,50,3.4,47,6,65
ID_3755,"Delhi Administration Flats, Timarpur","Continental, Pizza, Italian",Continental,Pizza,Italian,250,50,3.9,297,145,45
ID_4202,"Sandhurst Road, Mumbai CST Area","Parsi, Bakery",Parsi,Bakery,,200,50,4,4335,2363,30
ID_7319,"Delhi High Court, India Gate","North Indian, Chinese, Fast Food",North,Indian,Chinese,600,50,3.9,750,536,30
ID_5592,Majestic,Beverages,Beverages,,,100,50,3.6,11,4,45
ID_6055,Mumbai Central,Fast Food,Fast,Food,,100,50,3.8,110,53,30
ID_5299,"D-Block, Sector 63, Noida","Fast Food, Pizza, North Indian, Momos",Fast,Food,Pizza,200,50,4.1,479,247,45
ID_4237,"Sector 1, Noida",North Indian,North,Indian,,100,50,3.3,15,1,30
ID_5908,"Sector 14, Noida",North Indian,North,Indian,,200,50,2.4,19,11,30
ID_7532,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Bakery, Desserts, Mithai",Bakery,Desserts,Mithai,200,50,,,,30
ID_1637,Majestic,Fast Food,Fast,Food,,150,50,3.8,112,37,45
ID_3921,"D-Block, Sector 63, Noida","Mughlai, North Indian, Kebab, Rolls",Mughlai,North,Indian,350,50,3.6,67,11,30
ID_8013,Majestic,"North Indian, Chinese",North,Indian,Chinese,350,50,3.6,34,18,30
ID_7271,"Panjetan Colony, Malakpet, Hyderabad",South Indian,South,Indian,,50,50,3.1,98,10,30
ID_7269,"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,North,Indian,,100,50,4.2,236,72,45
ID_8281,"Nathan Road, Mangaldas Road, Pune","Street Food, Fast Food, North Indian",Street,Food,Fast,150,50,2.9,8,5,45
ID_5063,Delhi University-GTB Nagar,"Bakery, Desserts, Fast Food",Bakery,Desserts,Fast,200,50,3.5,32,10,30
ID_7501,Delhi University-GTB Nagar,"North Indian, South Indian",North,Indian,South,200,50,2.9,4,3,30
ID_1555,"Delhi Administration Flats, Timarpur","North Indian, Continental, Chinese, Juices",North,Indian,Continental,100,50,3.4,25,20,30
ID_2301,Mumbai Central,"Pizza, Fast Food",Pizza,Fast,Food,200,0,3.6,277,89,30
ID_465,"Babarpur, New Delhi, Delhi",North Indian,North,Indian,,250,50,3.1,5,,30
ID_8478,Mumbai Central,Chinese,Chinese,,,200,50,3.4,25,17,30
ID_7301,"Sector 14, Noida","North Indian, Chinese, South Indian, Fast Food",North,Indian,Chinese,200,50,2.6,123,49,45
ID_4152,"FTI College, Law College Road, Pune","Fast Food, Beverages",Fast,Food,Beverages,100,50,NEW,,,45
ID_4850,"Sector 3, Marathalli","Arabian, North Indian, Biryani, Chinese, Seafood",Arabian,North,Indian,350,50,2.9,839,245,45
ID_7067,"Noorkhan Bazaar, Malakpet, Hyderabad",South Indian,South,Indian,,100,50,3.5,237,2,45
ID_4124,"Sandhurst Road, Mumbai CST Area",Desserts,Desserts,,,100,50,,,,30
ID_1543,"Sector 3, Marathalli","North Indian, Chinese",North,Indian,Chinese,100,50,3.4,29,23,65
ID_1153,"Delhi Administration Flats, Timarpur","Burger, Fast Food",Burger,Fast,Food,150,50,3.6,374,87,45
ID_2292,"Sector 1, Noida","Fast Food, Pizza",Fast,Food,Pizza,200,50,3.3,32,3,45
ID_6000,"Nathan Road, Mangaldas Road, Pune",North Indian,North,Indian,,100,50,,,,30
ID_2718,"MG Road, Pune","North Indian, Chinese, Seafood",North,Indian,Chinese,500,99,3.1,46,32,30
ID_6711,"Sector 1, Noida","South Indian, Chinese",South,Indian,Chinese,100,50,2.9,43,15,30
ID_4406,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Sandwich, Desserts, Beverages, Continental, Chinese, Biryani, Mughlai",North,Indian,Sandwich,200,50,3.9,59,31,30
ID_3969,Mumbai Central,"Beverages, Desserts, Ice Cream",Beverages,Desserts,Ice,200,99,3.7,246,83,30
ID_4393,"Sector 14, Noida","Mughlai, North Indian",Mughlai,North,Indian,150,50,3.6,36,12,30
ID_2172,"Delhi High Court, India Gate","North Indian, Mughlai, Chinese",North,Indian,Mughlai,200,50,3.6,87,28,65
ID_7644,"Sector 1, Noida","Chinese, North Indian",Chinese,North,Indian,250,99,,,,45
ID_8275,"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, Chinese",South,Indian,Chinese,100,50,4,62,32,30
ID_7115,"Mico Layout, Stage 2, BTM Layout,Bangalore","South Indian, North Indian, Chinese, Biryani",South,Indian,North,300,50,4,201,54,45
ID_4793,"Dockyard Road, Mumbai CST Area",Sandwich,Sandwich,,,100,50,3.5,44,4,45
ID_2034,"Tiretti, Kolkata","Biryani, Fast Food",Biryani,Fast,Food,100,50,3.4,15,4,30
ID_8367,"D-Block, Sector 63, Noida","North Indian, Chinese",North,Indian,Chinese,200,50,3,129,42,65
ID_4997,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Mughlai",North,Indian,Mughlai,200,99,3.2,37,7,65
ID_3755,Delhi University-GTB Nagar,"Continental, Pizza, Italian",Continental,Pizza,Italian,250,50,3.9,297,145,45
ID_6027,"MG Road, Pune",Fast Food,Fast,Food,,150,50,,,,30
ID_383,Pune University,"Fast Food, Healthy Food",Fast,Food,Healthy,250,50,4.7,707,453,30
ID_5663,Delhi Cantt.,"Fast Food, Chinese",Fast,Food,Chinese,100,50,3.7,62,22,30
ID_7564,"FTI College, Law College Road, Pune","Biryani, North Indian",Biryani,North,Indian,150,50,NEW,,,30
ID_3157,"Rmz Centennial, I Gate, Whitefield",North Indian,North,Indian,,150,50,,,,30
ID_1475,"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, Tea, Street Food",Cafe,Tea,Street,200,50,4.3,534,318,30
ID_4039,"D-Block, Sector 63, Noida","Chinese, Thai",Chinese,Thai,,200,99,4.1,258,99,45
ID_2426,"Babarpur, New Delhi, Delhi",Fast Food,Fast,Food,,100,50,,,,30
ID_4881,"Mico Layout, Stage 2, BTM Layout,Bangalore",Juices,Juices,,,50,50,3.2,5,2,30
ID_939,"Mico Layout, Stage 2, BTM Layout,Bangalore","Biryani, North Indian, Chinese, Andhra, South Indian",Biryani,North,Indian,300,50,4.3,313,205,30
ID_5708,"Sector 63A,Gurgaon","Pizza, Fast Food",Pizza,Fast,Food,300,50,3.7,530,165,45
ID_1947,"FTI College, Law College Road, Pune","Bar Food, North Indian, Italian, Continental",Bar,Food,North,550,50,4.3,3394,1845,30
ID_4345,"Sandhurst Road, Mumbai CST Area","North Indian, Chinese, Italian, Finger Food, American",North,Indian,Chinese,800,99,4.4,1102,766,30
ID_5984,Delhi Cantt.,North Indian,North,Indian,,100,50,2.9,37,16,30
ID_3182,"Rmz Centennial, I Gate, Whitefield","Biryani, Mughlai, North Indian, Chinese",Biryani,Mughlai,North,200,50,3.1,25,9,30
ID_4379,"Rmz Centennial, I Gate, Whitefield","Fast Food, Biryani, North Indian",Fast,Food,Biryani,200,50,,,,30
ID_8089,"Yerawada, Pune, Maharashtra","North Indian, Chinese, Thai, European, Italian",North,Indian,Chinese,650,50,3.6,186,114,30
ID_4120,"Yerawada, Pune, Maharashtra","Konkan, Maharashtrian",Konkan,Maharashtrian,,150,50,3,6,3,30
ID_2083,"Chatta Bazaar, Malakpet, Hyderabad","Cafe, Beverages, Fast Food, Desserts",Cafe,Beverages,Fast,250,50,3.5,158,44,65
ID_4065,"Chandni Chowk, Kolkata",Cafe,Cafe,,,100,50,,,,30
ID_7341,"Mico Layout, Stage 2, BTM Layout,Bangalore","Odia, Bengali, Salad, North Indian",Odia,Bengali,Salad,100,50,3.8,51,34,30
ID_911,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Biryani,Biryani,,,200,50,NEW,,,30
ID_6086,Delhi Cantt.,South Indian,South,Indian,,100,99,3.5,150,15,45
ID_1796,"Delhi High Court, India Gate","Cafe, Beverages, Bakery",Cafe,Beverages,Bakery,200,50,3.7,126,51,30
ID_7915,"Sector 1, Noida","Italian, Pizza, Burger",Italian,Pizza,Burger,200,50,3.8,78,44,30
ID_7295,"Noorkhan Bazaar, Malakpet, Hyderabad","Bakery, Desserts, Ice Cream",Bakery,Desserts,Ice,150,50,3.9,76,22,45
ID_7969,"Sector 1, Noida","North Indian, Chinese",North,Indian,Chinese,150,50,3.3,16,10,65
ID_5222,"Delhi Administration Flats, Timarpur",North Indian,North,Indian,,100,50,NEW,,,30
ID_8023,"Delhi Administration Flats, Timarpur","North Indian, Fast Food",North,Indian,Fast,200,50,3.7,575,104,45
ID_8450,"MG Road, Pune",Desserts,Desserts,,,150,50,4.2,192,110,30
ID_2407,"D-Block, Sector 63, Noida","North Indian, Chinese, Fast Food",North,Indian,Chinese,200,50,3.5,29,17,30
ID_5193,"MG Road, Pune","Desserts, Beverages",Desserts,Beverages,,100,50,4,157,83,30
ID_4885,Pune University,"Ice Cream, Desserts",Ice,Cream,Desserts,200,50,4,160,83,30
ID_4625,"Gora Bazar, Rajbari, North Dumdum, Kolkata","Fast Food, North Eastern, Momos",Fast,Food,North,100,50,2.7,6,5,30
ID_7913,Delhi Cantt.,Pizza,Pizza,,,150,50,3.5,4,1,30
ID_7627,"Sector 14, Noida","North Indian, Chinese",North,Indian,Chinese,300,50,3.3,69,26,30
ID_969,"Sector 14, Noida",Rolls,Rolls,,,100,50,3.4,14,8,45
ID_188,"Sector 3, Marathalli","North Indian, Mughlai",North,Indian,Mughlai,150,50,2.8,,,30
ID_4244,"Delhi Administration Flats, Timarpur",Tibetan,Tibetan,,,100,50,4,126,53,30
ID_1862,"Delhi High Court, India Gate","North Indian, Chinese",North,Indian,Chinese,300,50,4.3,1141,478,30
ID_367,"FTI College, Law College Road, Pune",Fast Food,Fast,Food,,100,99,3.3,12,1,30
ID_2063,"Sector 63A,Gurgaon","North Indian, Fast Food",North,Indian,Fast,100,50,2.7,22,4,45
ID_4518,"FTI College, Law College Road, Pune","Fast Food, Sandwich",Fast,Food,Sandwich,150,50,4,107,32,30
ID_6699,"Raja Bazar, Kolkata",Beverages,Beverages,,,100,50,4.1,139,70,30
ID_4776,"Sandhurst Road, Mumbai CST Area",Fast Food,Fast,Food,,100,50,,,,30
ID_5461,"Sector 1, Noida",Paan,Paan,,,50,50,NEW,,,30
ID_8595,"Sector 3, Marathalli",Ice Cream,Ice,Cream,,100,50,,,,30
ID_444,"Sector 14, Noida",North Indian,North,Indian,,100,50,3.5,22,13,30
ID_921,"Mico Layout, Stage 2, BTM Layout,Bangalore","Biryani, North Indian",Biryani,North,Indian,200,50,3.8,58,45,20
ID_7134,"Mico Layout, Stage 2, BTM Layout,Bangalore","Biryani, Kebab",Biryani,Kebab,,100,50,3.7,14,3,30
ID_2973,"Mico Layout, Stage 2, BTM Layout,Bangalore","Street Food, North Indian, Mithai",Street,Food,North,200,50,4.1,113,41,30
ID_18,"MG Road, Pune","Pizza, Italian, Beverages",Pizza,Italian,Beverages,400,50,4.5,366,232,45
ID_7066,"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Desserts, Juices",Beverages,Desserts,Juices,100,50,4.1,237,95,45
ID_1079,"Rmz Centennial, I Gate, Whitefield","North Indian, Continental, Asian, Pizza",North,Indian,Continental,500,50,4.1,643,435,65
ID_7959,"Sector 14, Noida",North Indian,North,Indian,,200,99,3.4,37,14,30
ID_7080,"Mico Layout, Stage 2, BTM Layout,Bangalore","Juices, Beverages",Juices,Beverages,,50,50,3.4,9,1,30
ID_6227,"D-Block, Sector 63, Noida",Rolls,Rolls,,,100,50,NEW,,,30
ID_6788,"FTI College, Law College Road, Pune",South Indian,South,Indian,,100,50,2.8,6,2,30
ID_1015,"Hyderabad Public School, Begumpet","Continental, Desserts, Beverages, Sandwich",Continental,Desserts,Beverages,200,50,3.2,19,10,30
ID_1966,"D-Block, Sector 63, Noida","North Indian, Chinese",North,Indian,Chinese,400,50,3.4,76,40,65
ID_1848,"Delhi High Court, India Gate","Desserts, Ice Cream",Desserts,Ice,Cream,200,50,4,65,39,30
ID_4973,"Nathan Road, Mangaldas Road, Pune","Salad, European, Steak, Healthy Food, Beverages, Finger Food",Salad,European,Steak,550,50,4.2,1319,659,45
ID_7547,"FTI College, Law College Road, Pune","Ice Cream, Paan, Desserts",Ice,Cream,Paan,150,50,3.9,50,26,30
ID_4674,Delhi Cantt.,"North Indian, Chinese",North,Indian,Chinese,250,50,3.5,179,53,45
ID_1270,"Sector 1, Noida","North Indian, South Indian",North,Indian,South,150,50,,,,30
ID_8012,"Mico Layout, Stage 2, BTM Layout,Bangalore",Desserts,Desserts,,,150,50,3.7,,,30
ID_2880,"Delhi Administration Flats, Timarpur","Chinese, Biryani",Chinese,Biryani,,150,50,,,,30
ID_1432,Delhi University-GTB Nagar,"Cafe, Chinese, Italian",Cafe,Chinese,Italian,300,99,4.1,803,554,45
ID_7377,Majestic,"Fast Food, Sandwich",Fast,Food,Sandwich,100,50,3.8,26,6,45
ID_8518,"D-Block, Sector 63, Noida","Wraps, Fast Food",Wraps,Fast,Food,150,50,,,,30
ID_4601,Mumbai Central,"Lebanese, North Indian, Mediterranean, Biryani, Rolls, Fast Food",Lebanese,North,Indian,200,50,3.6,785,399,45
ID_1752,"Chandni Chowk, Kolkata","Street Food, Desserts",Street,Food,Desserts,100,50,,,,30
ID_8657,"Delhi Administration Flats, Timarpur","Continental, Italian, North Indian, Chinese",Continental,Italian,North,200,50,3.8,286,77,30
ID_8033,"Delhi High Court, India Gate","Continental, North Indian, Mughlai, Chinese, Italian",Continental,North,Indian,300,50,4,267,165,30
ID_408,Pune University,"Biryani, North Indian, Maharashtrian",Biryani,North,Indian,150,50,NEW,,,30
ID_1140,"Delhi High Court, India Gate","American, Fast Food",American,Fast,Food,200,50,3.8,80,27,30
ID_1706,Delhi Cantt.,Chinese,Chinese,,,150,50,3.1,4,,30
ID_6776,"Babarpur, New Delhi, Delhi","North Indian, South Indian, Chinese",North,Indian,South,200,50,3.4,27,10,30
ID_6003,"FTI College, Law College Road, Pune","Fast Food, Beverages",Fast,Food,Beverages,100,50,,,,30
ID_1016,"Tejas Nagar Colony, Wadala West, Mumbai",Fast Food,Fast,Food,,150,50,,,,30
ID_8460,"Mico Layout, Stage 2, BTM Layout,Bangalore","Mediterranean, European, Continental",Mediterranean,European,Continental,400,50,4.3,124,88,30
ID_2033,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",North,Indian,Chinese,200,50,3.4,17,4,45
ID_5847,"Sandhurst Road, Mumbai CST Area","Chinese, Mughlai",Chinese,Mughlai,,250,50,,,,30
ID_397,"Rmz Centennial, I Gate, Whitefield","Andhra, Biryani, Chinese",Andhra,Biryani,Chinese,150,50,NEW,,,30
ID_1353,"Sector 1, Noida",Bakery,Bakery,,,150,50,3.7,21,20,30
ID_3451,"Sector 14, Noida","Chinese, North Indian",Chinese,North,Indian,200,50,3.5,110,35,45
ID_195,"Dockyard Road, Mumbai CST Area","Mughlai, North Indian, Chinese, Seafood",Mughlai,North,Indian,150,50,4,1210,503,45
ID_4672,"Moulali, Kolkata","Chinese, North Indian",Chinese,North,Indian,150,50,2.5,17,5,30
ID_8101,"Dockyard Road, Mumbai CST Area","Fast Food, Italian",Fast,Food,Italian,200,50,3.4,16,4,30
ID_5925,"Sector 3, Marathalli","North Indian, Fast Food",North,Indian,Fast,200,50,,,,30
ID_2083,"Musi Nagar, Malakpet, Hyderabad","Cafe, Beverages, Fast Food, Desserts",Cafe,Beverages,Fast,250,50,3.5,158,44,65
ID_6296,"Babarpur, New Delhi, Delhi",North Indian,North,Indian,,150,50,3.4,18,8,30
ID_6954,"Sector 63A,Gurgaon",Chinese,Chinese,,,350,50,3.9,81,47,65
ID_6678,"Delhi High Court, India Gate",Lebanese,Lebanese,,,100,50,,,,30
ID_3146,"Sector 3, Marathalli","Biryani, Chinese, North Indian",Biryani,Chinese,North,150,50,3.3,93,13,65
ID_1000,"Mico Layout, Stage 2, BTM Layout,Bangalore","Bohri, Biryani",Bohri,Biryani,,250,50,3.7,96,55,30
ID_7297,"Sector 1, Noida",Bakery,Bakery,,,150,99,,,,45
ID_8522,"D-Block, Sector 63, Noida","Rolls, North Indian, Chinese",Rolls,North,Indian,200,50,,,,30
ID_6738,"Chatta Bazaar, Malakpet, Hyderabad","South Indian, Beverages",South,Indian,Beverages,100,50,3.3,1097,57,45
ID_5899,"Babarpur, New Delhi, Delhi",North Indian,North,Indian,,150,50,3.6,16,4,65
ID_607,"FTI College, Law College Road, Pune","Bakery, Fast Food",Bakery,Fast,Food,200,50,3.7,101,44,120
ID_7223,"Sector 14, Noida",Bakery,Bakery,,,150,50,3.7,79,12,30
ID_869,"D-Block, Sector 63, Noida","Biryani, Mughlai",Biryani,Mughlai,,200,99,2.9,6,2,30
ID_3008,"MG Road, Pune","Continental, Beverages, Desserts, Fast Food",Continental,Beverages,Desserts,500,50,4.1,1552,855,30
ID_2533,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Fast Food",North,Indian,Fast,150,50,3.8,154,71,45
ID_3879,"Rmz Centennial, I Gate, Whitefield","North Indian, Bengali, Chinese, Odia",North,Indian,Bengali,200,50,2.6,19,11,30
ID_2851,"Dockyard Road, Mumbai CST Area","Juices, Beverages",Juices,Beverages,,100,50,3.2,9,2,45
ID_6486,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Beverages",Fast,Food,Beverages,50,50,,,,30
ID_1165,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Kebab, Biryani",North,Indian,Kebab,500,99,4.2,671,301,65
ID_3372,"Musi Nagar, Malakpet, Hyderabad",North Indian,North,Indian,,100,50,NEW,,,30
ID_3605,Majestic,Burger,Burger,,,150,50,3.4,40,17,30
ID_6627,"Delhi Administration Flats, Timarpur","Beverages, Fast Food",Beverages,Fast,Food,150,50,NEW,,,30
ID_366,"Yerawada, Pune, Maharashtra","Fast Food, Street Food, Beverages",Fast,Food,Street,100,50,NEW,,,30
ID_2739,Majestic,Bakery,Bakery,,,100,50,,,,30
ID_203,"Delhi High Court, India Gate",North Indian,North,Indian,,100,50,3.3,20,11,30
ID_5893,"D-Block, Sector 63, Noida","North Indian, South Indian, Chinese, Desserts",North,Indian,South,200,50,2.8,11,5,30
ID_689,Delhi University-GTB Nagar,"Pizza, Continental, Fast Food",Pizza,Continental,Fast,200,50,3.3,22,10,30
ID_3492,Delhi University-GTB Nagar,"Fast Food, Chinese",Fast,Food,Chinese,150,50,NEW,,,30
ID_5947,"Dockyard Road, Mumbai CST Area","Rolls, Lebanese",Rolls,Lebanese,,100,50,3.7,55,25,30
ID_8492,"FTI College, Law College Road, Pune","Cafe, Fast Food, Beverages",Cafe,Fast,Food,200,50,3.7,31,17,30
ID_2629,Mumbai Central,"Fast Food, Pizza",Fast,Food,Pizza,150,50,3,73,28,45
ID_4398,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Biryani, Mughlai, Kebab",Biryani,Mughlai,Kebab,100,50,NEW,,,30
ID_1166,"Sector 1, Noida",North Indian,North,Indian,,300,50,4.7,81,74,45
ID_4536,Majestic,"Beverages, Ice Cream",Beverages,Ice,Cream,100,50,,,,30
ID_5873,"Sector 14, Noida","North Indian, Afghan, Lebanese",North,Indian,Afghan,200,50,3.3,17,4,30
ID_3644,Delhi University-GTB Nagar,"Fast Food, Beverages",Fast,Food,Beverages,200,50,3.3,9,4,30
ID_6575,"Delhi High Court, India Gate","North Indian, Chinese, Mughlai",North,Indian,Chinese,300,50,3.7,104,47,45
ID_241,Majestic,Fast Food,Fast,Food,,150,50,3.5,24,9,30
ID_2794,Majestic,"Beverages, Desserts, Ice Cream",Beverages,Desserts,Ice,200,50,4,53,42,20
ID_2996,Majestic,"South Indian, Chinese",South,Indian,Chinese,100,50,3.4,9,1,30
ID_5393,"Moulali, Kolkata","South Indian, Continental, Fast Food",South,Indian,Continental,300,99,3.9,232,105,65
ID_8610,"MG Road, Pune","North Indian, Asian, Biryani, Chinese",North,Indian,Asian,400,50,4,648,305,30
